"id","address_line1","address_line2","city","state_code","district_code","website","area","constructed_area","year_of_establishment","year_of_recognition","nodalofficer_id","location","awards_degree_through_university","university_id","girl_exclusive","staff_quarter_available","staff_quarter_id","student_hostel_available","no_of_student_hostel","management_id","name","survey_year","financial_income_id","financial_expenditure_id","infrastructure_id","remarks","latitude","longitude","scholarship_id","loan_id","is_accredited","is_foreign_students_enrolled","offers_scholarship","offers_loan","offers_distance_programme","pin_code","has_fellowships","fellowships_id","ministry_id","has_other_minority_data"
"14453","Belgharia","","Kolkata","19","337","","","","1958","","166520","U","false","","false","false","","false","0","5","RAMAKRISHNA MISSION SHILPAPITHA","2015","162073","162060","162056","","","","","","false","false","false","false","false","700056","false","","","false"
"5524","D S P Complex","B Zone","","19","335","","","","2010","2010","187508","U","false","","true","false","","true","2","6","DURGAPUR SCHOOL OF NURSING BURDWAN","2015","183061","183048","183044","","","","","","false","false","false","false","false","713205","false","","","false"
"5530","Sarenga","","","19","339","","","","1971","2004","187510","R","false","","true","false","","true","2","6","KHRISTIYA SEVA NIKETAN BANKURA","2015","183063","183050","183046","","","","","","false","false","false","false","false","722150","false","","","false"
"14787","Sadar Hospital","Munger","Patna","10","226","","","","1970","1970","196551","U","false","","true","true","51811","true","1","2","ANM SCHOOL, MUNGHYR","2015","192104","192091","192087","","","","","","false","false","false","false","false","811201","false","","","false"
"3475","Chuttugunta","","","28","548","","","","1994","1994","198600","U","false","","false","true","52346","true","1","6","CHANDRA SCHOOL OF NURSING GUNTUR","2015","194153","194140","194136","","","","107253","","false","false","true","false","false","522004","false","","","false"
"595","NALLAPADU","GUNTUR","GUNTUR","28","548","","","","1961","","199005","R","false","","false","false","","true","1","2","MBTS GOVT POLYTECHNIC GUNTUR","2015","194558","194545","194541","","","","107505","","false","false","true","false","false","522005","false","","","true"
"14900","GIC CAMPUS","","BERINAG","05","062","","","","2014","","207962","R","false","","false","false","","false","0","2","GOVERNMENT POLYTECHNIC, BERINAG","2015","203515","203502","203498","","","","112521","","false","false","true","false","false","262531","false","","","false"
"14303","NAGER","","ONGOLE","28","549","","","","2007","","213641","R","false","","false","false","","false","0","6","Vasavi College of Elementary Education","2015","209194","209181","209177","","","","115294","","false","false","true","false","false","503948","false","","","false"
"15910","budidi palem","kandukuru","","28","549","","","","2014","","213643","U","false","","false","false","","false","0","6","S.R.M Ded College","2015","209196","209183","209179","","","","115296","","false","false","true","false","false","523105","false","","","false"
"14308","DASARI","","","28","549","","2","","2015","","213783","R","false","","false","false","","false","0","6","PMKR Institute of D.El.Ed","2015","209336","209323","209319","","","","115350","","false","false","true","false","false","523333","false","","","false"
"1943","Post Bag No.24","Vasmat Road","Parbhani","27","513","www.mspmshivajipharmacy.org","2.5","1143","1982","","214275","U","false","","false","false","","false","0","5","MARATHWADA SHIKSHAN PRASARAK MANDAL'S SHRI SHIVAJI INSTITUTE OF PHARMACYPARBHANI","2015","209828","209815","209811","","19.1600010000000012","76.4700009999999963","","","false","false","false","false","false","431401","false","","","false"
"15438","At/Po-ANTC,D.H.H,Bhawanipatna,Kalahandi","At/Po-ANTC,D.H.H,Bhawanipatna,Kalahandi","Bhawanipatna","21","395","","1.19999999999999996","7000","1980","1980","214276","U","false","","true","false","","true","1","2","ANM Training Centre, Bhawanipatna","2015","209829","209816","209812","","","","","","false","false","false","false","false","766001","false","","","true"
"15659","353/1901, Aiginia, Patrapada,","","Bhubaneswar","21","386","www.svncmsr.org","","3938","2006","2008","214277","U","false","","true","false","","true","1","6","Essen School of Nursing","2015","209830","209817","209813","","","","","","false","false","false","false","false","751019","false","","","false"
"2059","Navare Nagar, B Cabin Road, Ambernath(E)","Navare Nagar, B Cabin Road, Ambernath(E)","Amberanth","27","517","www.ssjondhalepoly.org","0.849999999999999978","563.120000000000005","1995","1995","214290","U","false","","false","false","","false","0","6","SAMARTH. SAMAJ'S. SHIVAJIRAO S. JONDHALE POLYTECHNIC AMBARNATH MUMBAI","2015","209843","209830","209826","","19.1446100000000001","73.1153099999999938","115603","","false","false","true","false","false","421501","false","","","false"
"1894","Aurangabad Bypass,Dhule road,chalisgaon","dist- Jalgaon","Chalisgaon","27","499","kdmgeducation.org","5.09999999999999964","3100","2003","2003","214293","U","false","","false","true","55836","true","2","6","KISAN DNANODAYA MANDAL'S INSTITUTE OF PHARMACY CHALISGAON JALGAON","2015","209846","209833","209829","","20.4640777999999983","74.9968542999999954","115604","","false","false","true","false","false","424101","false","","","false"
"15727","patwari , halka no 13","bhumi survey no./ khasra no. 603/2","Itarsi","23","449","","7.5","2.5","2011","","214486","U","true","0287","false","false","","false","0","2","GOVT. POLYTECHNIC COLLEGE ITARSI","2015","210039","210026","210022","","22.6038010000000007","77.8000009999999946","115686","","false","false","true","false","false","461111","false","","","false"
"10756","A/P-Loni Bk","Tal-Rahata","Loni Bk","27","522","www.pravara.in","12.1600000000000001","2742","1981","1994","214301","R","false","","false","true","55840","true","2","5","PRAVARA RURAL EDUCATION SOCIETY`S PRAVARA RURAL COLLEGE OF PHARMACY PRAVARANAGAR","2015","209854","209841","209837","DCF III duely filled and checked","19.3004399999999983","74.0002800000000036","115607","16697","false","false","true","true","false","413736","true","6741","","false"
"2018","OPP ULHASNAGAR RAILWAY STATION","CHM COLLEGE CAMPUS","ULHASNAGAR","27","517","www.pkmkpp.in","2.75","1994.13000000000011","1971","1971","214306","U","false","","false","false","","false","0","5","PRIN K M KUNDNANI PHARMACY POLYTECHNIC","2015","209859","209846","209842","","23.2567200000000014","75.2567200000000014","115608","","false","false","true","false","false","421003","false","","","true"
"2149","VIKRAMSHILA POLYTECHNIC,DARAPUR,TQ. DARYAPUR","DIST. AMRAVATI PIN:444814","DARAPUR","27","503","www.vikramshiladarapur.org","5.41099999999999959","","2010","2010","214311","R","false","","false","false","","true","2","6","SHRI DADASAHEB GAVAI CHARITABLE TRUST'S VIKRAMSHILA POLYTECHNICDARAPUR TQ. DARYAPUR DIST. AMRAVATI","2015","209864","209851","209847","","21.2560700000000011","77.4658900000000017","115610","16698","false","false","true","true","false","444814","false","","","false"
"15627","At-Royalnagar Po-Gelpur       Via-Madhabnagar","","Bhadrak","21","378","www.royalnursing.in","2","25000","2009","2009","214312","U","false","","true","true","55841","true","1","6","Royal School of Nursing","2015","209865","209852","209848","","","","","","false","false","false","false","false","756181","false","","","false"
"4862","Jharsuguda G.N.M. Training College","At/Po- Beheramal","Jharsuguda","21","371","","","","2009","","214509","U","false","","false","false","","true","2","5","JHARSUGUDA GNM TRAINING COLLEGE JHARSUGUDA","2015","210062","210049","210045","","","","","","false","false","false","false","false","768203","false","","","false"
"15666","Plot No.353/1903, AIIMS Nagar -II, Aiginia, Patrapada","","Bhubaneswar","21","386","www.svncmsr.org","","3948","2006","2006","214296","U","true","0366","false","false","","true","2","6","Sree Vidya Niketan College of Medical Science and Research","2015","209849","209836","209832","other expenses includes hostel catering expenses, traveling expenses  etc. The figures are inconclusive as final accounts for 2015-16 are under process.","","","","16696","false","false","false","true","false","751019","false","","","false"
"15436","At-Khumbharpada,Po-Sunpur(Near Circuit House)","At-Khumbharpada,Po-Sunpur(Near Circuit House)","Subarnapur","21","392","","2","1.80000000000000004","2012","2012","214313","U","false","","true","false","","true","1","2","ANM Training Centre, Subarnapur","2015","209866","209853","209849","","","","","","false","false","false","false","false","767017","false","","","false"
"2121","Gut No 93","Gevrai Tanda, Paithan Road","Aurangabad","27","515","www.sbnmpoly.org","5","6993","2008","2008","214314","R","false","","false","false","","false","0","6","SHREE BHARAVNATH NISARGA MANDAL DIPLOMA IN ENGINEERING AND TECHNOLOGY GEVRAI TANDA AURANGABAD","2015","209867","209854","209850","","19.3518399999999993","75.3518399999999957","","","false","false","false","false","false","431003","false","","","false"
"15541","At/Po-Barijhola,Rayagada","At/Po-Barijhola,Rayagada","Rayagada","21","396","","","","2015","2015","214510","U","false","","true","false","","false","0","2","Anm Training Centre, Rayagada","2015","210063","210050","210046","","","","","","false","false","false","false","false","765002","false","","","false"
"15944","KRISHNA COLLEGE OF NURSING,BUDHLADA TO BARETA ROAD","VILL RALLI","BUDHLADA","03","047","www.krishnacollegeralli.com","2","2000","2015","2015","214319","R","false","","false","true","55845","false","0","6","KRISHNA COLLEGE OF NURSING","2015","209872","209859","209855","","","","","","false","false","false","false","false","151502","false","","","false"
"15598","AT-SANKARA","PO-SANKARA","SUNDARGARH","21","374","","2.85000000000000009","898.639999999999986","2012","2013","214514","U","false","","true","true","55906","true","1","5","Maa Bauti ANM Training School","2015","210067","210054","210050","","","","115700","","false","false","true","false","false","770001","false","","","true"
"5934","MOTIPURA","HIMATNAGAR","HIMATNAGAR","24","472","","2699","2935","2007","2007","158919","R","false","","false","false","","true","1","5","RIDDHI EDUCATION TRUST SABARKANTHA","2015","154473","154460","154456","","","","","","false","false","false","false","false","383001","false","","","false"
"1874","JMCT Polytechnic, Wadala Road, Nashik","","Nashik","27","516","jmctnasik.org","6","1500","2009","2009","214501","R","false","","false","false","","false","0","6","JUMMA MASJID CHARITABLE TRUST'S POLYTECHNICWADALA ROAD WADALA NASHIK","2015","210054","210041","210037","","19.9770089999999989","73.7933600000000069","115693","","false","false","true","false","false","422006","false","","","false"
"1875","SOMAIYA CAMPUS, VIDYANAGAR, RAJAWADI POST","VIDYAVIHAR(E)","MUMBAI","27","519","www.somaiya.edu","2.99000000000000021","13149.5300000000007","1963","1963","214320","U","false","","false","true","55846","true","1","5","K. J. SOMAIYA POLYTECHNIC MUMBAI","2015","209873","209860","209856","","19.0725620000000013","72.8984609999999975","115614","","true","false","true","false","false","400077","false","","","false"
"14043","GATA NO. 13, MURIDPUR ROAD N.H. 24","GAJRAULA, OPP MOGA DHABA","GAJRAULA","09","137","www.sced.in","","3050","2012","2012","214516","R","false","","true","false","","false","0","5","SAGAR COLLEGE OF EDUCATION","2015","210069","210056","210052","","","","115702","","false","false","true","false","false","244235","false","","","false"
"3310","BALPUR KHARAILA","SARAIPALTU","AZAMGARH","09","191","www.msdpolytechnic.com","5","3500","2010","2010","214524","R","false","","false","true","55909","true","1","6","M.S.D.POLYTECHNIC COLLEGE","2015","210077","210064","210060","","","","115705","","false","false","true","false","false","276302","false","","","false"
"1990","Udoji Maratha Boarding Campus","Gangapur Road","Nashik - 422013","27","516","www.mvprsmpoly.org","10","7240","2008","2008","214328","U","false","","false","false","","true","2","6","NDMVPS SAMAJ'S RAJARSHEE SHAHU MAHARAJ POLYTECHNIC NASHIK","2015","209881","209868","209864","","20.5100200000000008","73.4551569999999998","115618","","false","false","true","false","false","422013","false","","","true"
"15946","GNM TRAINING SCHOOL KHANERI","MGMSC KHANERI RAMPUR BSR","RAMPUR BSR","02","033","","","500","2007","","214333","U","false","","true","true","55853","true","1","2","GNM TRAINING SCHOOL KHANERI","2015","209886","209873","209869","nil","","","","","false","false","false","false","false","172001","false","","","false"
"9658","NAVALNAGER","","DHULE","27","498","nbpdted.org","8","1500","1990","2006","159176","U","false","","false","false","","true","2","6","NAVAL BHAU PRATISHTHANS AMALNER JALGAON","2015","154730","154717","154713","","","","83569","","false","false","true","false","false","425420","false","","","false"
"15431","AT-BADACHANA","PO-BADACHANA","JAJPUR","21","382","","0.839999999999999969","929","2005","2005","214339","R","false","","true","true","55855","true","1","6","Mother Teresa Health Worker (Female) Training Centre","2015","209892","209879","209875","","","","","","false","false","false","false","false","754296","false","","","false"
"12720","Benta","","Laheriasarai","10","215","zhttc.org","3.5","12.0429999999999993","1982","1997","214342","U","true","0068","false","false","","false","0","6","DR ZAKKIR HUSSAIN TEACHER TRAINING COLLEGE DARBHANGA","2015","209895","209882","209878","","","","","","true","false","false","false","false","846003","false","","","false"
"15544","PRACHIVIHAR","KAKATPUR","PURI","21","387","","1","14200","2009","2009","214343","R","false","","true","true","55857","true","1","3","Dibyajyoti School of Nursing","2015","209896","209883","209879","","","","","","false","false","false","false","false","752001","false","","","false"
"4884","At - Caltax chhok","Po - PTC","Angul","21","384","","1","13.5","2006","2006","160306","R","false","","false","false","","true","2","6","SEVA SCHOOL OF NURSING ANGUL","2015","155860","155847","155843","","","","84347","","false","false","true","false","false","759123","false","","","false"
"15530","Suranussi","","Jalandhar","03","037","uciworld.org","5.45000000000000018","56820","2011","2011","214347","U","false","","false","true","55860","true","1","6","United Christian School of Nursing","2015","209900","209887","209883","","31.3824959999999997","75.5537015999999966","115625","","false","true","true","false","false","144027","false","","","true"
"14168","MAURA, LUCKNOW","","Lucknow","09","157","","","","2011","2011","160616","U","false","","false","true","42566","true","2","6","SURUCHI INSTITUTE OF NURSING, LUCKNOW","2015","156170","156157","156153","","","","","","false","false","false","false","false","227107","false","","","false"
"15681","At- Sankara","Po- Sankara","Sundargarh","21","374","","2","1704.13000000000011","2009","2010","214528","U","false","","true","true","55911","true","1","5","Sundargarh GNM Training College,Sudargarh, Odisha","2015","210081","210068","210064","","","","115707","16708","false","false","true","true","false","770001","false","","","true"
"12401","NEAR MATAHMGANDHI PRIMARY SCHOOL","KAMALNAGAR TALUKA AURAD (B)","BIDAR","29","558","","1.10000000000000009","1021","2007","","214323","R","false","","false","true","55849","false","0","6","SWAMI VIVEKANAND MARATHI DED COLLEGE KAMAL NAGAR, AURAD TQ","2015","209876","209863","209859","THIS YEAR WE ARE NOT HAVING STRENGTH","28.6809110999999994","77.204586699999993","","","true","false","false","false","false","585417","false","","","false"
"10219","GITTA ROAD, AMBAJOGAI","","","27","523","","","","2008","","161349","U","false","","false","false","","false","0","6","VISHWABHARATI MAHILA SEVABHAVI MANDAL AMEJOGAI BEED","2015","156903","156890","156886","","","","85037","","false","false","true","false","false","431517","false","","","false"
"1739","CITY SURVEY NO. 4259*, DAYASAGER EDUCATIONAL CAMPUS","OLD-MUMBAI AGRA ROAD","DEOPUR","27","498","www.dcsdhule.org","2.79000000000000004","1.93900000000000006","1983","1992","214353","U","false","","false","false","","true","2","6","DHULE CHARITABLE SOCIETY'S INSTITUTE OF PHARMACY DHULE","2015","209906","209893","209889","","20.2356200000000008","74.2041499999999985","115627","","false","false","true","false","false","424002","false","","","false"
"15664","plot no.-467, MS Nagar, side new AG Colony,","","Bhubaneswar","21","386","","0.179999999999999993","2917.94999999999982","2011","2011","214355","R","false","","false","false","","true","2","6","S I E M S School of Nursing","2015","209908","209895","209891","","20.2960589999999996","85.8245399999999989","","","false","false","false","false","false","751012","false","","","false"
"15505","At-Kamthana","Po-Bhawanipatna","Bhawanipatna","21","395","gnmtckalahandi@gmail.com","","","2013","2013","214362","R","false","","true","false","","true","1","2","School of Nursing, District Head Quarter Hospital","2015","209915","209902","209898","","","","","","false","false","false","false","false","766001","false","","","false"
"1769","GODBOLE PLOTS DABKI ROAD","OLD CITY","AKOLA","27","501","www.gkipakola.com","4.5","1.08000000000000007","1980","1980","214366","U","false","","false","false","","false","0","5","GEETADEVI KHANDELWAL INSTITUTE OF PHARMACY AKOLA","2015","209919","209906","209902","OK","","","115631","","false","false","true","false","false","444002","false","","","true"
"3592","doctors colony","B.CAMP","KURNOOL","28","552","","1.60000000000000009","11.1999999999999993","2002","2002","214377","U","false","","true","false","","true","1","6","RAYALASEEMA SCHOOL OF NURSING KURNOOL-","2015","209930","209917","209913","","","","115639","","false","false","true","false","false","518002","false","","","false"
"3901","B M ROAD","SWARNASANDRA","OPP. SURESH PETROL BUNK","29","573","","0.25","4200.19999999999982","2003","2004","214382","U","false","","false","false","","true","1","6","A E T SCHOOL OF NURSING MANDYA","2015","209935","209922","209918","","","","","","false","false","false","false","false","571402","false","","","false"
"9863","Washi","Washi","Washi","27","525","","3","810","2007","2007","161589","R","false","","false","false","","false","0","6","SARAVODAY SHIKSHAN SANSTHAS WASHI OSMANABAD","2015","157143","157130","157126","","","","85198","","false","false","true","false","false","413507","false","","","false"
"3466","chintalkunta check post","L.B.Nagar","Hyderabad","36","537","www.bhagyangarschoolofnursing.co.in","0","35000","2004","2005","214385","U","false","","true","false","","true","1","5","BHAGYANAGAR SCHOOL OF NURSING HYDERABAD","2015","209938","209925","209921","","10.1234500000000001","70.1234500000000054","115643","","false","false","true","false","false","500070","false","","","false"
"13082","BHAGYA NAGAR, 4TH LINE, NEAR PETROL BANK,","ONOGLE","ONGOLE","28","549","","3","1627","2012","2012","214544","U","true","0008","false","false","","true","2","2","RIMS SCHOOL OF NURSING, ONGOLE, PRAKASAM","2015","210097","210084","210080","","","","","","false","false","false","false","false","523001","false","","","false"
"14119","railway station road","","mandya","29","573","","0.25","4200","1997","1998","214387","U","false","","false","false","","true","1","6","SRI M.V. INSTITUTE OF NURSING, MANDYA","2015","209940","209927","209923","","10.4783200000000001","68.3265399999999943","","","false","false","false","false","false","571401","false","","","false"
"1556","VIDISHA ROAD","ASHOK NAGAR","ASHOK NAGAR","23","459","","20.8000000000000007","8914","1964","1964","214394","U","true","0287","false","true","55869","true","1","2","GOVT.POLYTECHNIC COLLEGE ASHOKNAGAR","2015","209947","209934","209930","","24.3448010000000004","77.4348009999999931","115645","","false","false","true","false","false","473331","false","","","false"
"15662","Plot No-11,Pragati Vihar,At-Bisipada.Po-Tirimal.Ps-Jatni,bbsr","Plot No-11,Pragati Vihar,At-Bisipada.Po-Tirimal.Ps-Jatni,bbsr","Bhubaneswar","21","386","","12","20500","2015","2015","214396","U","false","","true","false","","false","0","6","Premier School Of Nursing (Anm And Gnm)","2015","209949","209936","209932","","","","","","false","false","false","false","false","752050","false","","","false"
"15625","Boudh Near Medical Chhak","Boudh Near Medical Chhak","","21","391","","1","24000","1994","1994","214399","U","false","","true","false","","true","1","2","ANM Training Centre, Boudh","2015","209952","209939","209935","","","","","","false","false","false","false","false","752026","false","","","false"
"1692","SURVEY NO. 62, DEWAI GOVINDPUR.","TADOBA  ROAD TUKUM, CHANDRAPUR","CHANDRAPUR","27","509","www.zaweripoly.com","6.57000000000000028","4782.46000000000004","2010","2010","214540","U","false","","false","false","","true","1","6","BALLARPUR SEVA SAMITIJAINUDDIN ZAWERI POLYTECHNIC DEWAI GOVINDPUR TUKUM CHANDRAPUR","2015","210093","210080","210076","","","","115710","","false","false","true","false","false","442401","false","","","false"
"14038","SARSAWA BAHAR, SARSAWA","SARSAWA BAHAR, SARSAWA","SARSAWA","09","132","www.saraswatieducation.org.in","1.39900000000000002","2326.30999999999995","2012","2012","214411","R","false","","false","false","","false","0","6","SARASWATI SHIKSHAN SANSTHAN SARSAWA","2015","209964","209951","209947","","","","","","false","false","false","false","false","247232","false","","","false"
"15592","At-Nuasahi(Near City Clinic),Po-Balia,Dist-Balasore","At-Nuasahi(Near City Clinic),Po-Balia,Dist-Balasore","Balesore","21","377","","1.19999999999999996","35400","2009","2009","214404","R","false","","true","false","","true","1","6","Kalinga Nursing School","2015","209957","209944","209940","","","","","","false","false","false","false","false","756056","false","","","false"
"1643","A/P-SHAHUNAGAR-SHENDRE","TAL & DIST-SATARA","SATARA","27","527","www.abitsatara.com","5","9999.98999999999978","2008","2008","214406","R","false","","false","false","","true","1","3","ABHAYSINHRAJE BHONSLE INSTITUTE OF TECHNOLOGY (POLYTECHNIC)","2015","209959","209946","209942","","17.6281813300000003","74.0168215300000014","115647","16701","false","false","true","true","false","415519","false","","","false"
"15657","At/Po- Hatadihi, Dist- Keonjhar, Odisha","","Keonjhar","21","375","","","","","2010","214414","R","false","","true","false","","true","1","3","Surya School of  Nursing,Odisha","2015","209967","209954","209950","","","","","16702","true","false","false","true","false","758082","false","","","false"
"3226","JAGDISHPUR","","JAUNPUR","09","194","gpjaunpur.org","","","1984","1984","162737","U","false","","false","true","43086","true","1","2","GOVERNMENT POLYTECHNIC JAUNPUR","2015","158291","158278","158274","","25.73001","82.6800099999999958","","","false","false","false","false","false","222001","false","","","false"
"14558","BANKATI KHURD ,POST AHIRAULI BAZAR","DEBRA BAZAR","GORAKHPUR","09","188","www.mmgbpoly.edu.in","5.09999999999999964","8213","2011","2011","214419","R","false","","true","false","","false","0","6","MAHA MANAV GAUTAM BUDDHA POLYTECHNIC, BANKATI KHURD, KHAJANI, GORAKHPUR","2015","209972","209959","209955","......................","26.3136499999999991","83.1236899999999963","","","false","false","false","false","false","273001","false","","","false"
"15441","Capital Hospital ANM Traning Centre,unit-6","","","21","386","","1.19999999999999996","","1963","","214421","U","false","","true","false","","true","1","2","ANM  Training Centre, Bhubaneswar","2015","209974","209961","209957","","","","","","false","false","false","false","false","751001","false","","","false"
"2075","OFFICE E-2/F-3, NEW NANDANWAN","NEAR WATER TANK","NAGPUR","27","505","www.lvpnagpur.org","0.5","9621","1990","","214438","U","false","","false","false","","false","0","6","SANMARG SHIKSHAN SANSTHA'S LATE VASANTDADA POLYTECHNIC NAGPUR.","2015","209991","209978","209974","","21.1310900000000004","79.1120499999999964","115658","","false","false","true","false","false","440009","false","","","false"
"15440","Inside TV ID Hospital Read Cross Road Puri","Inside TV ID Hospital Read Cross Road Puri","Puri","21","387","","1","25430","1960","1960","214441","U","false","","true","false","","true","1","2","ANM Training Centre, Puri","2015","209994","209981","209977","","","","","","false","false","false","false","false","752002","false","","","false"
"3945","3rd MAIN ROAD, ASHOK NAGAR MANDYA, KARNATAKA","3rd MAIN ROAD, ASHOK NAGAR MANDYA, KARNATAKA","MANDYA","29","573","blssonmandya@gmail.com","","14467","2003","2003","214445","U","false","","false","false","","true","1","6","B L S SCHOOL OF NURSING MANDYA","2015","209998","209985","209981","","","","","","false","false","false","false","false","571401","false","","","false"
"2238","GUT NO.13 HIVERKHEDA ROAD","kannad","kannd","27","515","www.ietk.org","5","6422","2009","2009","214453","R","false","","false","false","","true","2","6","VINAYAKRAO PATIL SHIKSHAN PRASARAK MANDAL INSTITUTE OF ENGINEERING & TECHNOLOGY KANNAD","2015","210006","209993","209989","","20.1652500000000003","75.7496500000000026","115666","","false","false","true","false","false","431103","false","","","false"
"10388","002, VAASTU RESIDENCY, BEHIND NANCY COLONY","BORIVILI EAST","MUMBAI","27","518","www.iispi.org","0","120","1982","1982","214446","U","false","","false","false","","false","0","6","INSTITUTE OF INDUSTRIAL SAFETY PROFESSIONALS OF INDIA BORIVALI (E) MUMBAI","2015","209999","209986","209982","INSTITUTION IS A REGISTERED NATIONAL ORGANISATION REGISTERED UNDER SOCIETIES REGISTRATION ACT 1860 AND BOMBAY PUBLIC TRUST ACT 1950 AND IS A NON-COMMERCIAL NON-POLITICAL SERVICE ORGANISATION AND IS UNAIDED.","19.2381600000000006","72.8652900000000017","","","false","false","false","false","false","400066","false","","","false"
"1796","VIDYA NAGAR","KARAD","KARAD","27","527","gpk.ac.in","26.3999999999999986","16663","1957","1957","214459","R","false","","false","true","55890","true","4","2","GOVERNMENT POLYTECHNIC KARAD","2015","210012","209999","209995","nil","17.1624100000000013","74.1119099999999946","115669","","false","false","true","false","false","415124","false","","","true"
"1731","VIJAPUR ROAD","JULE SOLAPUR-1","SOLAPUR","27","526","www.pharmacycol.org","5","2000","1980","1980","214460","U","false","","false","false","","false","0","5","DAKSHIN SOLAPUR TALUKA SHIKSHAN MANDAL'S COLLEGE OF PHARMACY (POLY) SOLAPUR","2015","210013","210000","209996","","17.380001","75.5400010000000037","115670","","true","false","true","false","false","413004","false","","","false"
"2689","JAWAI BANDH ROAD","","SUMERPUR","08","118","","","","2010","2010","163379","U","false","","false","false","","false","0","6","SUMERPUR POLYTECH COLLEGE, PALI","2015","158933","158920","158916","","25.1246079999999985","73.1266669999999976","","","false","false","false","false","false","306902","false","","","true"
"12094","DHARIAWAD ROAD, NEAR POLICE LINE","","","08","131","","","","2010","","163399","U","false","","false","false","","false","0","2","GOVERNMENT POLYTECHNIC COLLEGE, PRATAPGARH","2015","158953","158940","158936","","","","86227","","false","false","true","false","false","312605","false","","","false"
"9718","at post shegaon","","shegaon","27","500","","","","2006","","165216","R","false","","false","false","","false","0","3","PRADNYA BAHUUDDESHIYA MAHILA SANSTHA SHEGAON BULDANA","2015","160769","160756","160752","","","","87244","","false","false","true","false","false","444203","false","","","false"
"4873","OCHC BUILDING (CO-HOUSING COMPLEX)","UNIT-III, KHARAVEL NAGAR, JANPATH","BHUBANESWAR","21","386","www.neelachalmission.org","","","2015","","214463","U","false","","false","false","","true","2","6","NEELACHAL INSTITUTE OF NURSING SCHOOL","2015","210016","210003","209999","","","","115673","","false","false","true","false","false","751001","false","","","false"
"1872","GAT NO 95/1, Chincholi Shivar, Aurangabad Road, Near Airport, Jalgaon","","JALGAON","27","499","www.pharmacy.ac.in","3","1968","2003","2003","214464","R","false","","false","false","","false","0","6","JIJAMATA VIDYAPEETH'S SHREE. P.E.(TATYA) PATIL INSTITUTE OF PHARMACY JALGAON","2015","210017","210004","210000","","32.1252130000000022","76.2152600000000007","","","false","false","false","false","false","425002","false","","","false"
"15943","MAHUVAN","PO - KARMA","JHUMRI TELAIYA","20","348","www.rpikoderma.org","5.37999999999999989","5925","2013","","214465","R","false","","false","true","55892","true","2","6","Ramgovind Polytechnic Institute","2015","210018","210005","210001","","","","115674","16706","false","false","true","true","false","825409","false","","","false"
"15155","P.O. LIMDA","TAL. WAGHODIA","VADODARA","24","486","","","","2008","2012","164597","R","false","","false","true","43583","true","2","6","PARUL INSTITUTE OF MANAGEMENT - (PGDM)","2015","160151","160138","160134","","","","","","false","false","false","false","false","391760","false","","","false"
"14869","PAURI","PAURI GARHWAL","PAURI","05","061","","0","514","2014","2014","165338","U","false","","false","false","","false","0","2","GOVERNMENT POLYTECHNIC, PAURI","2015","160891","160878","160874","","","","87319","","false","false","true","false","false","246001","false","","","false"
"14758","khandala","","mehkar","27","500","","2.5","1349","2007","2007","165451","R","false","","false","false","","false","0","6","SATYAJEET DTED COLLEGE, MEHKAR, BULDANA","2015","161004","160991","160987","","","","","","false","false","false","false","false","443301","false","","","false"
"3969","C N MUGALKHOD INSTITUTE OF NURSING MUDALAGI","TQ  GOKAK DIST BELGAUM","MUDALAGI","29","555","","3","4944.30000000000018","2004","2008","214466","U","false","","false","false","","true","1","6","C N MUGALKHOD INSTITUTE OF NURSING BELGAUM","2015","210019","210006","210002","","","","","","false","false","false","false","false","591312","false","","","false"
"12132","M S T T I RANNI","RANNY","RANNY","32","599","","0.5","3027.30000000000018","1949","1966","165991","R","false","","false","false","","false","0","5","MS TTI RANNI, PATHANAMTHITTA","2015","161544","161531","161527","","","","","","false","false","false","false","false","689672","false","","","false"
"6663","Shantinagar, Bedkihal circle","Sadalaga Road","SHAMANEWADI","29","555","www.brme.org.in","5.96999999999999975","1891","2008","2008","214546","R","false","","false","false","","false","0","6","SHRI BHADRABAHU RURAL EDUN MINORITY SOCIETY BELGAUM","2015","210099","210086","210082","DUE TO SHORTAGE OF STUDENTS THE INSTITUTION IS CLOSED FROM THE ACADEMIC YEAR 2014-15","16.5388979999999997","74.4967024999999978","","","false","false","false","false","false","591214","false","","","false"
"4789","Oppt. Govt. Milk Dairy, Vadgaon Gupta, Ahmednagar - 414111","As Above","Ahmednagar","27","522","www.vims.edu.in","7","","2008","2008","214548","U","true","0313","false","true","55917","true","2","6","PAD. DR. VITHALRAO VIKHE PATIL FOUNDATION PUNE","2015","210101","210088","210084","Nil","","","115713","16710","false","false","true","true","false","414111","false","","","false"
"15948","At/Po-Padampur,Saragan.Via-Sunhat Balasore","At/Po-Padampur,Saragan.Via-Sunhat Balasore","Baleswar","21","377","www.bhagabatinursing.in","0.849999999999999978","37026","2014","2014","214555","R","false","","false","true","55919","true","2","6","Bhagabati School of Nursing (G.N.M)","2015","210108","210095","210091","","","","115717","","false","false","true","false","false","756002","false","","","false"
