,id,city,state_code,university_id,no_of_student_hostel,name,infrastructure_id,latitude,longitude,offers_scholarship,ranking_factor,PTR ratio
0,34256,South City,27,298,0,Yash Institute of Pharmacy waluj road Aurangabad,189205,19.530001000000002,75.230001,1,7.0,9
1,55441,DHANBAD,20,212,0,"Binod bihari Mahato Memorial teachers Training College, Sahu Bahiyar, Topchanchi, Dhanbad,(Jh)",209799,23.897079,86.22571399999998,1,15.0,9
2,22449,Tohana,6,160,2,"Defence College of Educaton, Tohana",209800,29.661677,75.835685,1,17.0,9
3,13438,DHAMPUR,9,525,0,"Dhampur Degree College, Dhampur",209801,29.364001000000002,78.46900009999999,0,14.0,10
4,13376,dhampur,9,525,0,"Dhampur Law College, Dhampur",209802,29.369000099999997,78.46900019999998,0,11.0,11
5,8719,Dist-Darbhanga,10,68,0,MR.S.M. College Anandpur,209803,,,1,15.0,10
6,51928,BIHARSHARIF,10,69,0,J. P. SHIKSHAK PRASHIKSHAN MAHAVIDYALAYA,209804,25.19312,85.49297199999998,0,15.0,11
7,55446,BOKARO,20,212,0,N.P TEACHERS TRAINING COLLEGE,209806,23.650000100000003,86.18000009999999,0,39.0,10
8,52219,,9,550,0,"Kedar Faujdar Mahavidyalaya, Guraini ",163300,,,0,6.0,11
9,51402,HASANPUR,9,525,0,"CHAUDHARY GAYASUDDIN MAHAVIDYALAYA, UJARI",209808,,,0,12.0,11
10,29284,Chandigarh,4,78,2,"Govt Home Science College,Sector-10",193263,,,1,102.0,11
11,54826,AGRA,9,509,0,"SHRI BHAWANI SINGH MAHAVIDHYALAYA, TERI BAGIYA",210005,27.23461,78.04523799999998,1,15.0,9
12,52242,RAIPUR,22,81,2,COLUMBIA COLLEGE OF NURSING,209809,21.19001,81.42000999999999,0,33.0,9
13,36831,NEW GHARSANA,8,406,0,"S.K. College, New Mandi",210006,,,0,11.0,10
14,46142,HAPUR,9,549,3,"RAJ KUMAR GOEL ENGINEERING COLLEGE, PILKHUWA, GHAZIABAD",209807,28.27001,77.12001,1,266.0,9
15,22423,Sirsa,6,160,1,"Sanatan Dharam Sanskrit Mahavidyalya, Sirsa",209810,23.256729999999997,68.250001,1,4.0,9
16,45400,,20,210,1,"S R T COLLEGE, GODDA",209929,,,0,13.0,9
17,44392,DEOGHAR,20,212,0,"BALANAND SANSKRIT COLLEGE, DEOGHAR",210007,24.310010000000002,86.42000999999999,0,2.0,10
18,50846,osian,8,399,0,SHREE SACHIYAY SANKALP ADARSH MAHAVIDHYALAYA,209815,26.723626,72.899822,0,12.0,9
19,14299,SIDDHARTH NAGAR,9,508,0,"Kallan Degree College, Thumhava Bhaiya, Khutahana, Siddharathnagar",209816,,,0,12.0,9
20,51290,,9,550,0,"Gajadhar Singh Mahavidyalaya, Ghazipur",163398,,,0,6.0,9
21,52218,,9,550,0,"Vindhyachal Ji (Girls) College, Alavalpur",163429,,,0,0.0,9
22,52215,,9,550,0,"Mata Bhagyamani Devi Mahila Degree College, Sahedi",163451,,,0,6.0,11
23,27427,PALONCHA,36,19,0,"KLR College of Business Management, Paloncha",209818,17.59491246,80.66633785,1,7.0,9
24,15927,,9,550,0,"Yshoda Mahavidyalaya, Patrahi , Jaunpur",163475,,,0,6.0,11
25,52435,,9,550,0,"Kranti Mahila Mahavidyalaya, Nijambad",163495,,,0,6.0,11
26,16055,Azamgarh,9,550,0,Shri Agrasen Mahila Snatkottar Mahavidyalaya Azamgarh,196497,,,1,7.0,11
27,17636,Jamui.,10,76,2,"KKM College, Jamui",209819,24.915995000000002,86.22601309999999,1,9.0,11
28,28261,Rohtak,6,167,2,SHRI BABA MASTH NATH INSTITUTE OF EDUCATIONAL TRANING & RESEARCH,209817,28.890742,76.57992,1,27.0,9
29,15976,,9,550,0,"Sarvodaya P.G. College, Ghosi, Mau",164273,,,0,2.0,9
30,54851,ETAH,9,509,0,"MAA SHAKUNTLA DEVI MAHAVIDHYALAYA, JAI HANUMAN NAGAR, BEHGAON, JAITHRA",209820,,,1,15.0,10
31,27972,pathankot,3,376,0,"JDS College of Education, Vill. Kot, Tehsil Thar Kalan, Gurdaspur.",209821,32.280001,75.650001,0,7.0,10
32,52361,,9,550,0,"Krishna Patel Mahavidyalaya, Rohuvar Vaidauli",164362,,,0,6.0,9
33,15878,,9,550,0,"Muslim Girls Degree College,Jaunpur",164430,,,0,2.0,9
34,52217,,9,550,0,"D A V Collage Maudha, Ghazipur",164599,,,0,6.0,10
35,52216,,9,550,0,"D A V Sansthan Nayanpur Patrahi, Jaunpur",164621,,,0,6.0,10
36,13406,PURANPUR,9,525,0,Ganna Krishak Mahavidyalaya,209822,,,0,3.0,11
37,27960,Batala,3,376,0,"B.U.C. College,  Batala",209823,31.790121000000003,75.21598780000001,1,15.0,10
38,52223,,9,550,0,"Lalji Ramraj Yadav Mahavidyalaya, Belwa, Madiyahu",164721,,,0,6.0,9
39,52950,,9,510,0,"S S V MAHAVIDALAYA, HALAPUR",165018,,,0,11.0,10
40,50988,,9,550,0,"Lodi Kisan Mahavidyalaya, Mahadevpur, Budanpur",165088,,,0,6.0,10
41,51233,,9,550,0,"Ramapati Badhya Mahila Degree College, Ghazipur",165107,,,0,6.0,11
42,16082,,9,550,0,"Chauri Belha Mahavidyalaya,Tarwa, Azamgarh",165112,,,0,6.0,9
43,28322,NAHAR,6,167,0,G.C.Nahar.,165399,,,1,11.0,10
44,22414,FATEHABAD,6,160,1,"M.M. College of Education, Sirsa Road, Fatehabad",209824,29.515956,75.441574,1,16.0,10
45,51454,Moradabad,9,525,0,"SHRI RAMGOPAL SINGH MAHAVIDYALAYA, MORADABAD ",209825,,,0,32.0,11
46,36711,TEHSIL-RAJGARH,8,406,0,"B.R.M.R. Girls College, Shyopura, PO.- Lasedi",209986,25.67282,76.69612999999998,1,12.0,9
47,50257,,9,550,0,"MAA MALTI DEVI  MAHILA MAHAVIDYALAYA, KANILA",165511,,,0,6.0,11
48,8783,Darbhanga,10,68,0,"Q.A. Deg College, Zale",210120,,,0,11.0,10
49,13397,Balrala,9,525,1,"Babu Ram Singh Bhay Singh Memorial Mahavidyalaya, Babrala",209827,,,0,76.0,11
50,17658,Khagaria,10,76,0,"Mahila College, Khagaria",209828,,,0,0.0,9
51,52200,,9,550,0,"Indu Mahila Mahavidyalaya, Ratanpura Mau",166177,,,0,6.0,11
52,48948,,9,505,0,"GURU NANAK DEV EDUCATIONAL INSTITUTE,ETARA",168128,,,0,3.0,10
53,50915,Jogipet,36,27,0,"P.G. College, Jogipet",168683,,,1,7.0,9
54,51377,,9,550,0,"Maa Pyari Devi Mahavidyalay, Jaunpur",169796,,,0,6.0,10
55,52599,,9,550,0,"Maa Astbhuji Mahila Mahavidyalaya, Belau",169808,,,0,6.0,9
56,53026,,9,550,0,"S K B M Degree College, Dildar Nagar",169852,,,0,6.0,10
57,30714,Hisar,6,174,3,"Maharaja Agrasen Medical College, Agroha (Hisar)",209830,,,1,42.0,9
58,52968,,9,550,0,"Maa Chanrami Devi Mahila Mahavidyalaya, Tamrua",169864,,,0,6.0,10
59,49491,,9,550,0,SVD GURUKUL MAHAVIDYALAY DUMDUMA UNCHGAON,170623,,,0,6.0,9
60,13316,,9,525,0,"Ram Chandra Singh Memorial Degree College, Mirzapur",209831,,,0,26.0,10
61,16043,Azamgarh,9,550,0,D A V. P.G College Azamgarh,170882,,,0,87.0,10
62,7484,Parbhani,27,328,0,M.S.W.  College Parbhani,206429,,,0,7.0,9
63,47668,Mathura,9,509,3,"ISHWAR CHANDRA VIDHYASAGAR INSTITUTE OF MANAGEMANT, AKABARPUR, MATHURA",209987,27.735452000000002,77.725178,0,18.0,11
64,50313,THARAD,24,138,0,"A P TRIVEDI ARTS, COMMERCE AND SCIENCE COLLEGE, KHORDA",163807,,,0,6.0,11
65,51624,,9,550,0,"Bhushan Bandhu Mahila Mahavidyalay, Jaunpur",170901,,,0,6.0,11
66,51411,,9,550,0,"Kalika Chandrika Indrasan Mahavidyalay, Ghazipur",170959,,,0,6.0,10
67,6892,"SAVLI, VADODARA - 391770",24,138,1,GUJARAT HOMOEPETHIC MEDICAL COLLEGE SAVLI,157036,23.25372,75.25672,1,16.0,9
68,51284,Ranchi,20,209,1,Aditya Prakash Jalan Teachers Training College,209988,23.310643,85.22172899999998,1,16.0,10
69,45115,SEDRANA,24,138,0,"JAFRI ARTS AND COMMERCE COLLEGE, SEDRANA",162766,8.256339999999998,70.56234,0,11.0,11
70,6808,CHANASMA,24,138,0,KANTABA BED COLLEGE,171042,,,0,11.0,10
71,21184,Bangalore,29,215,0,"Jubilee College,Jubilee Nagar,Jinkathimmanahalli, T.C Palya, Bangalore-36",209933,23.58962,68.25631,0,12.0,9
72,6753,Kalyanpura,24,138,2,L N COLLEGE OF COMP & MANAGEMENT(PGDCA),157952,23.282612,72.323936,0,5.0,11
73,6654,KALYANPURA,24,138,2,L N PATEL EDUCATION COLLEGE,166254,23.1261722,72.1978842,0,9.0,11
74,45129,Bareilly,9,525,1,"A.N.A. COLLEGE OF MANAGEMENT STUDIES, DELHI ROAD",209934,28.364009999999997,79.41500999999998,0,16.0,9
75,55488,manpur,23,268,0,"GOVT. COLLEGE MANPUR, DISTT-UMARIYA",209936,23.45005,81.02026999999998,1,0.0,10
76,15812,MAU,9,550,0,"Kisan Majdur Mahavidyalaya ,Bhiti, Mau",209937,,,0,15.0,9
77,11498,Beetan,2,183,0,"Sant Baba Dhangu Wale Gujjer Govt. Degree College, Beetan Distt Una",180274,,,1,24.0,11
78,6770,AHMEDABAD,24,138,1,MAHATMA GANDHI LABOU INSTI OF SOCIAL WORK,166689,,,1,13.0,10
79,6794,PATAN,24,138,2,NGES MSW COLLEGE,163084,23.86125632,72.13034304,1,9.0,11
80,13427,Seohara,9,525,0,"Sri Dhannarayan Ramnarayan Dani Mahila Mahavidyalaya, Seohara",209990,,,0,39.0,11
81,6736,HIMMATNAGAR,24,138,0,RIDHDHI BCA COLLEGE MOTIPURA,155146,,,0,12.0,11
82,6874,VIJAYNAGAR,24,138,0,SANSKAR BED COLLEGE,171043,,,0,15.0,9
83,6834,Danodarda,24,138,0,UGKM VIDHYASAGAR EDUCATION COLLEGE DANODARADA,164363,,,1,12.0,9
84,6698,Ladol,24,138,0,EDUCATION COLLEGE LADOL,171547,23.61671,72.73331,1,12.0,11
85,48591,Chas,20,212,0,"DR S RADHA KRISHNAN COLLEGE OF EDUCATION, CHAS",209833,23.630010000000002,86.17000999999999,0,15.0,9
86,51404,,9,550,0,"KHAKI BABA SIDDHARTH MAHAVIDYALAYA,GHAZIPUR",171371,,,0,6.0,10
87,33105,GOHANA,6,167,0,"MODERN COLLEGE OF EDUCATION, SONIPAT",209834,29.13001,74.29421999999998,1,35.0,10
88,52398,,9,550,0,"Jiut tdas Girls College, Sadat",171447,,,0,6.0,11
89,51229,,9,550,0,"Shri Lachiram Mahavidyalay, Ghazipur",171639,,,0,6.0,9
90,45160,THAKURDWARA,9,525,0,"BHAGWANT SINGH INST. OF PROFESSIONAL STUDIES, THAKURDWARA",209838,28.831111,78.78111099999998,0,60.0,11
91,51231,,9,550,0,"Saswat Surayvansi Mahavidyalay, Ghazipur",171932,,,0,6.0,11
92,53479,Bhuna,6,160,0,"Government College, Bhuna",209839,7.23568,68.52472,0,0.0,10
93,10865,NISSING,6,164,0,"Mata Sundri Khalsa Girls  College, Nissing (Karnal)",209835,,,0,42.0,11
94,18907,MOWAD,27,332,0,"Nagar Parishad Sivaji College, Movad",209991,,,1,8.0,11
95,52628,,9,509,0,"Pt. Munnilal Sharma Mahavidhyalaya, Patti Pachigain, Rohta",209651,6.56342,68.63854,0,23.0,10
96,44436,DHANBAD,20,212,4,"K.K. COLLEGE OF ENGG. & MANAGEMENT, GOVINDPUR,",209836,23.830223,86.554979,0,175.0,11
97,51875,,9,550,0,"Navoday Mahavidyalaya, Ramipur, Medha",171946,,,0,6.0,9
98,13433,Moradabad,9,525,0,"Bhagwant Singh Mahavidyalaya, Kuankhera, Khalsa",209840,28.831111100000005,78.78111099999998,0,80.0,11
99,52429,,9,550,0,"Adarsh Nanhku Ram Mahavidyalaya, Barawa",171962,,,0,2.0,11
100,13360,CHANDAUSI,9,525,1,"Shri Krishna Institute of Management & Science, Chandausi",209841,,,0,29.0,10
101,49492,,9,550,0,"DHARMA DEVI MAHAVIDYALAYA, PAWARA",171989,,,0,2.0,10
102,50261,,9,550,0,"VIDAYADHAR TIWARI MAHILA MAHAVIDYALAYA, DARIYAVGANJ",172284,,,0,6.0,9
103,48158,,9,505,0,"SRI RAJ BAHADUR MAHAVIDYALAYA,LONAR, HARDOI",174501,,,0,8.0,9
104,52221,,9,550,0,"Kashi Nath Banarasi Mahavidyalaya, Rajupur ",174687,,,0,2.0,9
105,10640,YAMUNA NAGAR,6,164,0,Balaji College of Education,209843,30.332558000000002,77.244826,1,24.0,11
106,52426,,9,550,0,"Shivmangal Mahila Mahavidyalaya, Sultanpur",176939,,,0,2.0,11
107,53520,,9,550,0,"Chandrabhanu Mahavidyalaya, Nanijor, Azamgarh",177112,,,0,4.0,10
108,54355,Rajgarh,8,406,0,V C I COLLEGE,209844,28.642296999999996,75.381364,0,12.0,10
109,54821,JASRANA,9,509,0,"SMT VINOD DEVI MAHAVIDHYALAY, EKA",209845,,,0,12.0,10
110,52438,,9,550,0,"Lalita Mahavidyalaya, Narauli",177130,,,0,6.0,10
111,12673,,9,505,0,"S.G.R. MAHAVIDYALAYA, YADUVANSH NAGAR, TALGRAM,",180442,,,0,15.0,9
112,12497,,9,505,0,"SRI RAVINATH SINGH DEGREE COLLEGE, JAITPUR,",180563,,,0,15.0,11
113,49749,Kanker,22,82,0,GOVERNMENT COLLEGE SARONA,181206,,,0,6.0,9
114,50181,,9,505,0,"SUSHILA DEVI MAHAVIDYALAYA, BHARPURA",182103,,,0,12.0,9
115,52753,mauda,9,502,0,Saraswati Vidyapeeth,182831,,,0,6.0,11
116,28627,saharanpur,9,506,0,"KRISHNA COLLEGE OF LAW VILL.-KAMALPUR, CHHUTMALPUR, SAHRANPUR",209846,,,0,8.0,11
117,51412,,9,550,0,"Maa Prema Mahila Mahavidyalay, Ghazipur",182912,,,0,2.0,9
118,50065,,9,505,0,"MAHATMA DEGREE COLLEGE, MAZA",183354,,,0,2.0,9
119,53759,,9,505,0,RAM NIVAS MAHAVIDYALAYA,184963,,,0,11.0,10
120,55528,NADBAI,8,793,0,SANSKAR COLLEGE NADBAI,209851,,,1,23.0,9
121,47634,AGRA,9,509,0,"MAYA DEVI MAHAVIDYALAYA, MUKHVAR BARHEN,AGRA",209852,27.1766701,78.0080745,0,28.0,9
122,51431,Rampur,9,525,0,"HIMALAYA INSTITUTE OF EDUCATION, RAMPUR ",209992,28.780001000000002,79.50001,0,24.0,9
123,53435,,21,354,0,Royal Science College ,185881,,,0,23.0,9
124,29414,Mandi Killianwali,3,78,0,"Guru Nanak College, Killianwali",209853,29.97717,74.69556,1,8.0,10
125,53996,Muwani,5,562,0,G D C Muwani,186314,,,1,0.0,10
126,53984,,9,505,0,VISHWANATH MAHAVIDYALAYA,186693,,,0,11.0,10
127,48926,,9,505,0,"SRI RAM LAL SINGH MAHAVIDHYALAYA,SADARPUR",186850,,,0,11.0,9
128,48904,,9,505,0,"TULSIRAM MAHAVIDHYALAYA,BIDHUNA",186943,,,0,14.0,9
129,16180,Changa - 388421,24,128,0,Smt. Chandaben Mohanbhai Patel Institute of Computer Applications,183174,22.603156,72.81821399999998,1,39.0,9
130,13400,Rampur,9,525,0,"Ram Ratan Singh Memrial Degree College, Zahidpur, Shahabad",209993,,,0,35.0,9
131,29436,Ludhiana,3,78,3,"Khalsa College for Women, Civil Lines",209994,30.914962100000004,75.8309839,1,15.0,9
132,15282,MAINPURI,9,509,0,"PARAGON INSTITUTE OF EDUCATION MAHARAJ NAGAR POWER HOUSE ROAD, MAINPURI",209997,27.215929,79.036855,1,28.0,9
133,50149,,9,505,0,K L SINGH SMARAK MAHAVIDYALAYA,187447,,,0,6.0,9
134,50112,,9,505,0,"ASHOK KUMAR MAHAVIDYALAYA, PARCHAL",188184,,,0,24.0,9
135,46580,SIRSA,6,160,2,"JAN NAYAK CHAUDHARY DEVI LAL MEMORIAL COLLEGE, SIRSA",209854,,,1,50.0,10
136,51059,,9,550,0,Sadguru Shri Sitadash Mahavidyalaya,189052,,,0,6.0,10
137,48692,MIHONA,23,276,0,"SWAMI VIVEKANAND COLLEGE, MACHHAND",209998,26.194057,79.33710159999998,1,12.0,9
138,36496,Madurai,33,463,0,SATHANGAI ACADEMY,189625,,,0,2.0,11
139,52758,Orai,9,502,0,S.K. Degree College,189682,,,0,6.0,10
140,53460,,9,502,0,"Madhav Mahavidyalaya,Atarra",189856,,,0,10.0,10
141,17135,Guwahati,18,52,0,Icon Commerce College,190057,,,0,12.0,11
142,48908,,9,505,0,SRI BACHHAN LAL TECHNICAL MAHAVIDHYALAYA,190419,,,0,12.0,10
143,12890,BIHARSHARIF,10,69,0,"DEO SHARAN WOMEN'S EVENING COLLEGE , SOHSARAI , NALANDA",210003,25.22481,85.51231,0,40.0,11
144,9561,Komarapalayam,33,470,0,SSM academy,190744,,,0,12.0,9
145,49253,Guwahati,18,52,0,SWADESI COLLEGE OF COMMERCE,191282,,,1,12.0,10
146,50058,,9,505,0,AYODHYA PRASAD DWIVEDI DEGREE COLLEGE,192089,,,0,11.0,10
147,52568,,36,19,0,"Thapasvi Degree College, Kubeer (V&M)",193222,,,1,11.0,10
148,25418,,28,21,0,SUGUNA DEGREE COLLEGE,195015,,,1,12.0,10
149,53782,,9,505,0,MOTI LAL MAHAVIDYALAYA,197077,,,0,7.0,10
150,51882,,9,505,0,SRI TARA SINGH MAHILA MAHAVIDYALAYA,197374,,,0,7.0,11
151,51196,,9,550,0,"Baijnath Mahavidyalay, Budhanpur, Ghazipur",197430,,,0,2.0,10
152,8731,DARBHANGA,10,68,2,M.M. Dental College,210004,,,1,17.0,9
153,18313,,27,332,0,"Arts Commerce Science College, Borgaon",197509,,,0,12.0,10
154,28871,GHAZIABAD,9,506,0,"VIJAY COLLEGE OF EDUCATION Z-BLOCK, MAHENDRA ENCLAVE, RAZAPUR, GHAZIABAD,  0120-4562870, 3252794, Mob. No.09891977200",210008,,,1,15.0,11
155,30757,Jagadhri,6,174,2,"C.D.L. College of Ayurveda Bhagwangarh, Buria Road, Jagadhari",210009,30.16676,77.30311,1,12.0,11
156,18452,Salekasa,27,332,0,"Shankarlal Agarwal Science College, Salkesa",210010,,,1,22.0,10
157,46771,GORAKHPUR,9,549,0,"DR B R AMBEDKAR POOJA COLLEGE OF PHARMACY , GORAKHPUR",210011,26.800009999999997,83.40000999999998,0,56.0,9
158,25509,Siddipet,36,27,0,Chaitanya Bharathi Degree College,197538,,,0,0.0,11
159,22580,Banda,9,502,0,Late Gayaprasad College,197561,,,0,15.0,9
160,34586,,27,298,0,"Rajshri Shahu College of Education, Ambajogai.",197577,,,1,8.0,9
161,46392,Ghaziabad,9,549,1,"RISHI CHADHA VISVAS GIRLS INSTITUTE OF TECHNOLOGY FOR WOMEN, GHAZIABAD",210012,28.408079999999998,77.27012999999998,1,16.0,11
162,54408,,9,550,0,"Mewati Devi Mahavidyalaya, Gohana, Mau",197757,,,0,6.0,10
163,50125,,9,505,0,JAI HANUMAN PRABHAT SINGH MAHAVIDHALAYA,197759,,,0,11.0,9
164,50152,,9,505,0,RAM RAKHAN SINGH MAHAVIDYALAYA,197874,,,0,7.0,9
165,50175,,9,505,0,CHANDRA PAL SINGH MAHAVIDYALAYA,197888,,,0,11.0,11
166,50130,,9,505,0,TH BELDAV SINGH MAHAVIDYALAYA,197914,,,0,11.0,11
167,50070,,9,505,0,CH.HARIRAM MAHILA MAHAVIDHYALYA,198033,,,0,11.0,10
168,15140,PATIYALI,9,509,0,"CH. SHRIRAM YADAV MAHAVIDYALAYA, PATIYALI, ETAH",210013,,,1,11.0,11
169,16692,Kohima,13,347,0,Baptist College,198139,,,0,3.0,10
170,39853,,21,366,0,"A.P.College,Sujanpur,Jajpur",198625,,,0,7.0,10
171,52397,,9,550,0,"Sugwanti Smarak Mahavidyalaya, Kajha, Mau",210014,,,0,0.0,11
172,16126,Jaunpur,9,550,1,"Rashtriya Snatkottar, Mahavidyalaya, Jamuhai,Jaunpur",210015,25.8530708,82.76462149999999,1,36.0,10
173,18263,,27,332,0,"Bela College, Bela",198737,,,1,7.0,9
174,50138,,9,505,0,"SHREE RAM LAW COLLEGE, GHATAMPUR",200010,,,0,8.0,10
175,51048,,9,550,0,"B.B.S. Raj Mahavidyalaya, Gopalpur.Azamgarh",200114,,,0,2.0,9
176,16328,Shillong,17,341,1,Bissau College,200437,,,0,12.0,10
177,33973,KALYAN,27,318,0,Shahu Shikshan Sanstha Pandharpur Sansthas  Arts  Commerce and Science  Shahad  Tal Kalyan,210017,,,0,11.0,11
178,15554,SHIKOHABAD,9,509,2,"A.K COLLEGE ,SHIKOHABAD,(FIROZABAD)",210016,27.72311,78.36001,1,71.0,11
179,18288,NAGPUR,27,332,0,"Maharshi Sharad Pawar College of Arts Commerce and Science, Wardha Road",210018,35.000009999999996,76.21452,0,12.0,11
180,26349,,28,31,0,"Ravindra Degree College for Women,",200951,,,1,30.0,10
181,11393,Kangra,2,183,8,"Dr. RP Medical College, Tanda, Distt Kangra",210019,30.377779999999998,75.76528,1,223.0,9
182,15191,BAH,9,509,0,"SRI RAMA NAND KAILASH CHANDRA PAIGORIYA COLLEGE,AGRA",210020,26.871505,78.591633,0,28.0,9
183,55102,,9,550,0,"Baba Bhavarnath Mahavidyalaya,  Azamgarh",201282,,,0,2.0,9
184,51232,,9,550,0,"Sant Kinaram Mahavidyalay, Ghazipur",201283,,,0,6.0,9
185,51193,,9,550,0,"B. K. R. Girls Degree College, Ghazipur",201287,,,0,0.0,9
186,13254,DEH,8,408,0,"Maa Sharda B.Ed. College, Deh",201456,,,0,31.0,10
187,55160,MALOUT,3,78,1,CGM College Mohlan,201697,,,0,16.0,11
188,55116,,28,31,0,"NMR Degree College , OWK",201914,,,1,12.0,9
189,26271,,28,31,0,S.V.Degree College,201954,,,1,31.0,11
190,50046,,9,505,0,"TH  AMAR SINGH MAHAVIDYALAYA, HOLAGARH",202060,,,0,7.0,10
191,29312,Chandigarh,4,78,3,"Govt Post-graduate College for Girls, Sector-11",184643,30.755363,76.78067699999998,1,127.0,9
192,50151,,9,505,0,H M ALI MINYA NADAVI DEGREE COLLEGE,202483,,,0,7.0,11
193,50188,,9,505,0,KEDAR NATH PATEL MAHAVIDHYALAYA,171001,,,0,11.0,11
194,44107,,28,3,0,Kamala Institute of Management Studies,203374,,,0,11.0,11
195,32761,,28,3,0,N.N.S. Vidya College of P.G. Studies,203378,,,0,11.0,9
196,53926,LALBURRA,23,283,0,OM COMPUTER ,204080,,,0,7.0,9
197,26375,,28,4,2,"Agricultural College, Naira",204197,,,1,9.0,10
198,55117,,28,31,0,S.R.DEGREE COLLEGE GUDUR,204395,,,1,11.0,10
199,54964,,28,31,0,"SRI RAGHAVENDRA DEGREE COLLEGE-074,ALUR",204568,,,0,7.0,10
200,24857,,28,9,0,SAHITI SAI DEGREE COLLEGE,204619,,,0,11.0,11
201,54201,,28,33,0,SRI SRINIVASA DEGREE COLLEGE TANAKALLU,204879,,,0,12.0,10
202,53704,,23,283,0,I I TECH INSTITUTE,205723,,,0,8.0,10
203,11798,Tripuinithura,32,630,2,"Govt. Ayurveda College, Dhanwanthari Nagar, Tripunithura 682 301",210021,,,1,9.0,10
204,22436,ELLENABAD,6,160,0,"Haryana College of Education, Dhani Bachan Singh, Ellenabad",210026,29.45004,74.65005999999998,0,15.0,9
205,10781,Near Chandlana,6,164,0,United College of Education,210023,24.25256,68.40406999999999,1,8.0,11
206,18838,,27,332,0,"Talmale Arts Commerce Science College, Kakawadi",205848,,,0,6.0,11
207,43047,,27,324,0,"Arts, Commerce & Science College, Balapur.",205868,,,0,6.0,11
208,24013,,28,5,0,S.D.V.R.R.Degree College,206032,,,1,10.0,11
209,16079,,9,550,0,"Swami Sahjanand Janta P.G Collage,Hareya Azamgarh",206141,,,0,6.0,11
210,53976,,9,550,0,"Bhuval Mahavidyalay,Barodeeh",206227,,,0,2.0,11
211,38873,DAUSA,8,422,0,"Amrit Mahavidyalaya, Dausa",206545,,,0,11.0,10
212,51311,,9,550,0,"Shailesh Mahavidyalaya, Ghazipur",207425,,,0,6.0,10
213,54406,,9,550,0,"Indrajeet Mahila Mahavidyalaya, Pakrihawa, Azamgarh",207477,,,0,6.0,11
214,23967,,28,5,0,C.N.R. Degree College,207528,,,0,0.0,9
215,55284,LALSOT,8,422,0,JYOTI MAHILA MAHAVIDHLYA,208060,,,0,15.0,10
216,31279,gwalior,23,283,0,BVM ICM GWALIOR,208488,,,0,11.0,9
217,52209,,9,550,0,"Ram Saran Degree College, Mardanpur",208565,,,0,0.0,11
218,55417,,9,550,0,"R J Girls Degree College (B.Ed), Ghazipur",208567,,,0,0.0,11
219,52399,,9,550,0,"Tetri Devi Mahavidyalaya, Sarai Gokul, Ghazipur",208563,,,0,0.0,11
220,48823,,36,27,0,BALAJI DEGREE COLLEGE,208624,,,0,2.0,9
221,52409,,9,550,0,"Maa Israji Devi Mahavidyalay, Jaunpur",208868,,,0,0.0,9
222,52421,,9,550,0,"MP Girls Sansthan, Saidpur",208872,,,0,0.0,9
223,55439,,9,550,0,"Kunwar Singh Smarak Mahavidyalaya, Pichari",208915,,,0,0.0,10
224,55424,,19,579,0,PIJUSH KANTI MUKHERJEE MAHAVIDYALAYA,208922,,,0,7.0,11
225,51252,,9,550,0,"Ramdhari Smarak Mahavidyalaya, Mau",208950,,,0,0.0,9
226,16136,,9,550,0,"Baba Ganesh Dutt Mahavidyalaya, Rattipur, Jaunpur",208951,,,0,0.0,10
227,51476,,9,550,0,"Babu K P Singh Mahavidyalaya, Azamgarh",208999,,,0,0.0,11
228,52434,,9,550,0,"Ramgopal Institute of Educationa, Badagao, Mau",209048,,,0,0.0,9
229,52437,,9,550,0,"Aditya Dixit Girls Degree College, Odasan, Ghazipur",209054,,,0,0.0,9
230,52214,,9,550,0,"Moti Harishchandra Mahavidyalaya, Baldhih, Pandaha",209239,,,0,0.0,9
231,15372,aligarh,9,509,0,"SRI RAM MURTI GUPTA GOVT.COLLEGE,CHHARRA ALIGARH",210025,27.92137,78.38916,1,7.0,11
232,34361,,27,298,0,Maharaja Sayajirao Gaikwad College,209252,,,0,0.0,11
233,34283,,27,298,0,"MGM""s, College of Dramatics",209254,,,0,0.0,11
234,34450,,27,298,0,Pasific College of Performing Art.,209258,,,0,0.0,11
235,34430,,27,298,0,Shri Tuljabhavani Arts and Science College,209275,,,0,0.0,9
236,51792,,9,550,0,D.R.D MAHAVIDYALAYA NAGSAR GHAZIPUR,209594,,,0,0.0,9
237,50340,,9,550,0,"KAUSHIK MAHAVIDYALAYA ,SURWAT, GHAZIPUR",209598,,,0,0.0,11
238,16020,,9,550,0,"Sarju Prasad Mahavidyalaya, Kajgaaw , Jaunpur",209625,,,0,0.0,11
239,54842,Aligarh,9,509,0,SRI SURENDRA PAL SHARMA MAHAVIDYALAYA,210027,6.98463,68.86439,0,27.0,10
240,53958,vidisha,23,283,0,SBS INSTITUTE OF COMPUTER VIDISHA,210028,,,0,7.0,9
241,15353,ETAH,9,509,0,"SHRI LATOORI SINGH SHRI RAM MAHAVIDHALAYA,DHUMRI,ETAH",210029,,,1,15.0,10
242,8750,Begusarai,10,68,0,"R.C.S.S. College, Bihat",210030,23.250001,69.250001,0,7.0,10
243,13885,NAGPUR,27,313,7,"Govt. Medical College, Nagpur",210032,,,1,79.0,11
